#chr	pos	coverage
chrM	386	386
chrM	387	387
chrM	388	388
chrM	389	389
chrM	390	390
chrM	391	391
chrM	392	392
chrM	393	393
chrM	394	394
chrM	395	395
chrM	396	396
chrM	397	397
chrM	398	398
chrM	399	399
chrM	400	400
chrM	401	401
chrM	402	402
chrM	403	403
chrM	404	404
chrM	405	405
chrM	406	406
chrM	407	407
chrM	408	408
chrM	409	409
chrM	410	410
chrM	411	411
chrM	412	412
chrM	413	413
chrM	414	414
chrM	415	415
chrM	416	416
chrM	417	417
chrM	418	418
chrM	419	419
chrM	420	420
chrM	421	421
chrM	422	422
chrM	423	423
chrM	424	424
chrM	425	425
chrM	426	426
chrM	427	427
chrM	428	428
chrM	429	429
chrM	430	430
chrM	431	431
chrM	432	432
chrM	433	433
chrM	434	434
chrM	435	435
chrM	436	436
chrM	437	437
chrM	438	438
chrM	439	439
chrM	440	440
chrM	441	441
chrM	442	442
chrM	443	443
chrM	444	444
chrM	445	445
chrM	446	446
chrM	447	447
chrM	448	448
chrM	449	449
chrM	450	450
chrM	451	451
chrM	452	452
chrM	453	453
chrM	454	454
chrM	455	455
chrM	456	456
chrM	457	457
chrM	458	458
chrM	459	459
chrM	460	460
chrM	461	461
chrM	462	462
chrM	463	463
chrM	464	464
chrM	465	465
chrM	466	466
chrM	467	467
chrM	468	468
chrM	469	469
chrM	470	470
chrM	471	471
chrM	472	472
chrM	473	473
chrM	474	474
chrM	475	475
chrM	476	476
chrM	477	477
chrM	478	478
chrM	479	479
chrM	480	480
chrM	481	481
chrM	482	482
chrM	483	483
chrM	484	484
chrM	485	485
chrM	486	486
chrM	487	487
chrM	488	488
chrM	489	489
chrM	490	490
chrM	491	491
chrM	492	492
chrM	493	493
chrM	494	494
chrM	495	495
chrM	496	496
chrM	497	497
chrM	498	498
chrM	499	499
chrM	500	500
chrM	501	500
chrM	502	500
chrM	503	500
chrM	504	500
chrM	505	500
chrM	506	500
chrM	507	500
chrM	508	500
chrM	509	500
chrM	510	500
chrM	511	500
chrM	512	500
chrM	513	500
chrM	514	500
chrM	515	500
chrM	516	500
chrM	517	500
chrM	518	500
chrM	519	500
chrM	520	500
chrM	521	500
chrM	522	500
chrM	523	500
chrM	524	500
chrM	525	500
chrM	526	500
chrM	527	500
chrM	528	500
chrM	529	500
chrM	530	500
chrM	531	500
chrM	532	500
chrM	533	500
chrM	534	500
chrM	535	500
chrM	536	500
chrM	537	500
chrM	538	500
chrM	539	500
chrM	540	500
chrM	541	500
chrM	542	500
chrM	543	500
chrM	544	500
chrM	545	500
chrM	546	500
chrM	547	500
chrM	548	500
chrM	549	500
chrM	550	500
chrM	551	500
chrM	552	500
chrM	553	500
chrM	554	500
chrM	555	500
chrM	556	500
chrM	557	500
chrM	558	500
chrM	559	500
chrM	560	500
chrM	561	500
chrM	562	500
chrM	563	500
chrM	564	500
chrM	565	500
chrM	566	500
chrM	567	500
chrM	568	500
chrM	569	500
chrM	570	500
chrM	571	500
chrM	572	500
chrM	573	500
chrM	574	500
chrM	575	500
chrM	576	500
chrM	577	500
chrM	578	500
chrM	579	500
chrM	580	500
chrM	581	500
chrM	582	500
chrM	583	500
chrM	584	500
chrM	585	500
chrM	586	500
chrM	587	500
chrM	588	500
chrM	589	500
chrM	590	500
chrM	591	500
chrM	592	500
chrM	593	500
chrM	594	500
chrM	595	500
chrM	596	500
chrM	597	500
chrM	598	500
chrM	599	500
chrM	600	500
chrM	601	500
chrM	602	500
chrM	603	500
chrM	604	500
chrM	605	500
chrM	606	500
chrM	607	500
chrM	608	500
chrM	609	500
chrM	610	500
chrM	611	500
chrM	612	500
chrM	613	500
chrM	614	500
chrM	615	500
chrM	616	500
chrM	617	500
chrM	618	500
chrM	619	500
chrM	620	500
chrM	621	500
chrM	622	500
chrM	623	500
chrM	624	500
chrM	625	500
chrM	626	500
chrM	627	500
chrM	628	500
chrM	629	500
chrM	630	500
chrM	631	500
chrM	632	500
chrM	633	500
chrM	634	500
chrM	635	500
chrM	636	500
chrM	637	500
chrM	638	500
chrM	639	500
chrM	640	500
chrM	641	500
chrM	642	500
chrM	643	500
chrM	644	500
chrM	645	500
chrM	646	500
chrM	647	500
chrM	648	500
chrM	649	500
chrM	650	500
chrM	651	500
chrM	652	500
chrM	653	500
chrM	654	500
chrM	655	500
chrM	656	500
chrM	657	500
chrM	658	500
chrM	659	500
chrM	660	500
chrM	661	500
chrM	662	500
chrM	663	500
chrM	664	500
chrM	665	500
chrM	666	500
chrM	667	500
chrM	668	500
chrM	669	500
chrM	670	500
chrM	671	500
chrM	672	500
chrM	673	500
chrM	674	500
chrM	675	500
chrM	676	500
chrM	677	500
chrM	678	500
chrM	679	500
chrM	680	500
chrM	681	500
chrM	682	500
chrM	683	500
chrM	684	500
chrM	685	500
chrM	686	500
chrM	687	500
chrM	688	500
chrM	689	500
chrM	690	500
chrM	691	500
chrM	692	500
chrM	693	500
chrM	694	500
chrM	695	500
chrM	696	500
chrM	697	500
chrM	698	500
chrM	699	500
chrM	700	500
chrM	701	500
chrM	702	500
chrM	703	500
chrM	704	500
chrM	705	500
chrM	706	500
chrM	707	500
chrM	708	500
chrM	709	500
chrM	710	500
chrM	711	500
chrM	712	500
chrM	713	500
chrM	714	500
chrM	715	500
chrM	716	500
chrM	717	500
chrM	718	500
chrM	719	500
chrM	720	500
chrM	721	500
chrM	722	500
chrM	723	500
chrM	724	500
chrM	725	500
chrM	726	500
chrM	727	500
chrM	728	500
chrM	729	500
chrM	730	500
chrM	731	500
chrM	732	500
chrM	733	500
chrM	734	500
chrM	735	500
chrM	736	500
chrM	737	500
chrM	738	500
chrM	739	500
chrM	740	500
chrM	741	500
chrM	742	500
chrM	743	500
chrM	744	500
chrM	745	500
chrM	746	500
chrM	747	500
chrM	748	500
chrM	749	500
chrM	750	500
chrM	751	500
chrM	752	500
chrM	753	500
chrM	754	500
chrM	755	500
chrM	756	500
chrM	757	500
chrM	758	500
chrM	759	500
chrM	760	500
chrM	761	500
chrM	762	500
chrM	763	500
chrM	764	500
chrM	765	500
chrM	766	500
chrM	767	500
chrM	768	500
chrM	769	500
chrM	770	500
chrM	771	500
chrM	772	500
chrM	773	500
chrM	774	500
chrM	775	500
chrM	776	500
chrM	777	500
chrM	778	500
chrM	779	500
chrM	780	500
chrM	781	500
chrM	782	500
chrM	783	500
chrM	784	500
chrM	785	500
chrM	786	500
chrM	787	500
chrM	788	500
chrM	789	500
chrM	790	500
chrM	791	500
chrM	792	500
chrM	793	500
chrM	794	500
chrM	795	500
chrM	796	500
chrM	797	500
chrM	798	500
chrM	799	500
chrM	800	500
chrM	801	500
chrM	802	500
chrM	803	500
chrM	804	500
chrM	805	500
chrM	806	500
chrM	807	500
chrM	808	500
chrM	809	500
chrM	810	500
chrM	811	500
chrM	812	500
chrM	813	500
chrM	814	500
chrM	815	500
chrM	816	500
chrM	817	500
chrM	818	500
chrM	819	500
chrM	820	500
chrM	821	500
chrM	822	500
chrM	823	500
chrM	824	500
chrM	825	500
chrM	826	500
chrM	827	500
chrM	828	500
chrM	829	500
chrM	830	500
chrM	831	500
chrM	832	500
chrM	833	500
chrM	834	500
chrM	835	500
chrM	836	500
chrM	837	500
chrM	838	500
chrM	839	500
chrM	840	500
chrM	841	500
chrM	842	500
chrM	843	500
chrM	844	500
chrM	845	500
chrM	846	500
chrM	847	500
chrM	848	500
chrM	849	500
chrM	850	500
chrM	851	500
chrM	852	500
chrM	853	500
chrM	854	500
chrM	855	500
chrM	856	500
chrM	857	500
chrM	858	500
chrM	859	500
chrM	860	500
chrM	861	500
chrM	862	500
chrM	863	500
chrM	864	500
chrM	865	500
chrM	866	500
chrM	867	500
chrM	868	500
chrM	869	500
chrM	870	500
chrM	871	500
chrM	872	500
chrM	873	500
chrM	874	500
chrM	875	500
chrM	876	500
chrM	877	500
chrM	878	500
chrM	879	500
chrM	880	500
chrM	881	500
chrM	882	500
chrM	883	500
chrM	884	500
chrM	885	500
chrM	886	500
chrM	887	500
chrM	888	500
chrM	889	500
chrM	890	500
chrM	891	500
chrM	892	500
chrM	893	500
chrM	894	500
chrM	895	500
chrM	896	500
chrM	897	500
chrM	898	500
chrM	899	500
chrM	900	500
chrM	901	500
chrM	902	500
chrM	903	500
chrM	904	500
chrM	905	500
chrM	906	500
chrM	907	500
chrM	908	500
chrM	909	500
chrM	910	500
chrM	911	500
chrM	912	500
chrM	913	500
chrM	914	500
chrM	915	500
chrM	916	500
chrM	917	500
chrM	918	500
chrM	919	500
chrM	920	500
chrM	921	500
chrM	922	500
chrM	923	500
chrM	924	500
chrM	925	500
chrM	926	500
chrM	927	500
chrM	928	500
chrM	929	500
chrM	930	500
chrM	931	500
chrM	932	500
chrM	933	500
chrM	934	500
chrM	935	500
chrM	936	500
chrM	937	500
chrM	938	500
chrM	939	500
chrM	940	500
chrM	941	500
chrM	942	500
chrM	943	500
chrM	944	500
chrM	945	500
chrM	946	500
chrM	947	500
chrM	948	500
chrM	949	500
chrM	950	500
chrM	951	500
chrM	952	500
chrM	953	500
chrM	954	500
chrM	955	500
chrM	956	500
chrM	957	500
chrM	958	500
chrM	959	500
chrM	960	500
chrM	961	500
chrM	962	500
chrM	963	500
chrM	964	500
chrM	965	500
chrM	966	500
chrM	967	500
chrM	968	500
chrM	969	500
chrM	970	500
chrM	971	500
chrM	972	500
chrM	973	500
chrM	974	500
chrM	975	500
chrM	976	500
chrM	977	500
chrM	978	500
chrM	979	500
chrM	980	500
chrM	981	500
chrM	982	500
chrM	983	500
chrM	984	500
chrM	985	500
chrM	986	500
chrM	987	500
chrM	988	500
chrM	989	500
chrM	990	500
chrM	991	500
chrM	992	500
chrM	993	500
chrM	994	500
chrM	995	500
chrM	996	500
chrM	997	500
chrM	998	500
chrM	999	500
chrM	1000	500
chrM	1001	500
chrM	1002	500
chrM	1003	500
chrM	1004	500
chrM	1005	500
chrM	1006	500
chrM	1007	500
chrM	1008	500
chrM	1009	500
chrM	1010	500
chrM	1011	500
chrM	1012	500
chrM	1013	500
chrM	1014	500
chrM	1015	500
chrM	1016	500
chrM	1017	500
chrM	1018	500
chrM	1019	500
chrM	1020	500
chrM	1021	500
chrM	1022	500
chrM	1023	500
chrM	1024	500
chrM	1025	500
chrM	1026	500
chrM	1027	500
chrM	1028	500
chrM	1029	500
chrM	1030	500
chrM	1031	500
chrM	1032	500
chrM	1033	500
chrM	1034	500
chrM	1035	500
chrM	1036	500
chrM	1037	500
chrM	1038	500
chrM	1039	500
chrM	1040	500
chrM	1041	500
chrM	1042	500
chrM	1043	500
chrM	1044	500
chrM	1045	500
chrM	1046	500
chrM	1047	500
chrM	1048	500
chrM	1049	500
chrM	1050	500
chrM	1051	500
chrM	1052	500
chrM	1053	500
chrM	1054	500
chrM	1055	500
chrM	1056	500
chrM	1057	500
chrM	1058	500
chrM	1059	500
chrM	1060	500
chrM	1061	500
chrM	1062	500
chrM	1063	500
chrM	1064	500
chrM	1065	500
chrM	1066	500
chrM	1067	500
chrM	1068	500
chrM	1069	500
chrM	1070	500
chrM	1071	500
chrM	1072	500
chrM	1073	500
chrM	1074	500
chrM	1075	500
chrM	1076	500
chrM	1077	500
chrM	1078	500
chrM	1079	500
chrM	1080	500
chrM	1081	500
chrM	1082	500
chrM	1083	500
chrM	1084	500
chrM	1085	500
chrM	1086	500
chrM	1087	500
chrM	1088	500
chrM	1089	500
chrM	1090	500
chrM	1091	500
chrM	1092	500
chrM	1093	500
chrM	1094	500
chrM	1095	500
chrM	1096	500
chrM	1097	500
chrM	1098	500
chrM	1099	500
chrM	1100	500
chrM	1101	500
chrM	1102	500
chrM	1103	500
chrM	1104	500
chrM	1105	500
chrM	1106	500
chrM	1107	500
chrM	1108	500
chrM	1109	500
chrM	1110	500
chrM	1111	500
chrM	1112	500
chrM	1113	500
chrM	1114	500
chrM	1115	500
chrM	1116	500
chrM	1117	500
chrM	1118	500
chrM	1119	500
chrM	1120	500
chrM	1121	500
chrM	1122	500
chrM	1123	500
chrM	1124	500
chrM	1125	500
chrM	1126	500
chrM	1127	500
chrM	1128	500
chrM	1129	500
chrM	1130	500
chrM	1131	500
chrM	1132	500
chrM	1133	500
chrM	1134	500
chrM	1135	500
chrM	1136	500
chrM	1137	500
chrM	1138	500
chrM	1139	500
chrM	1140	500
chrM	1141	500
chrM	1142	500
chrM	1143	500
chrM	1144	500
chrM	1145	500
chrM	1146	500
chrM	1147	500
chrM	1148	500
chrM	1149	500
chrM	1150	500
chrM	1151	500
chrM	1152	500
chrM	1153	500
chrM	1154	500
chrM	1155	500
chrM	1156	500
chrM	1157	500
chrM	1158	500
chrM	1159	500
chrM	1160	500
chrM	1161	500
chrM	1162	500
chrM	1163	500
chrM	1164	500
chrM	1165	500
chrM	1166	500
chrM	1167	500
chrM	1168	500
chrM	1169	500
chrM	1170	500
chrM	1171	500
chrM	1172	500
chrM	1173	500
chrM	1174	500
chrM	1175	500
chrM	1176	500
chrM	1177	500
chrM	1178	500
chrM	1179	500
chrM	1180	500
chrM	1181	500
chrM	1182	500
chrM	1183	500
chrM	1184	500
chrM	1185	500
chrM	1186	500
chrM	1187	500
chrM	1188	500
chrM	1189	500
chrM	1190	500
chrM	1191	500
chrM	1192	500
chrM	1193	500
chrM	1194	500
chrM	1195	500
chrM	1196	500
chrM	1197	500
chrM	1198	500
chrM	1199	500
chrM	1200	500
chrM	1201	500
chrM	1202	500
chrM	1203	500
chrM	1204	500
chrM	1205	500
chrM	1206	500
chrM	1207	500
chrM	1208	500
chrM	1209	500
chrM	1210	500
chrM	1211	500
chrM	1212	500
chrM	1213	500
chrM	1214	500
chrM	1215	500
chrM	1216	500
chrM	1217	500
chrM	1218	500
chrM	1219	500
chrM	1220	500
chrM	1221	500
chrM	1222	500
chrM	1223	500
chrM	1224	500
chrM	1225	500
chrM	1226	500
chrM	1227	500
chrM	1228	500
chrM	1229	500
chrM	1230	500
chrM	1231	500
chrM	1232	500
chrM	1233	500
chrM	1234	500
chrM	1235	500
chrM	1236	500
chrM	1237	500
chrM	1238	500
chrM	1239	500
chrM	1240	500
chrM	1241	500
chrM	1242	500
chrM	1243	500
chrM	1244	500
chrM	1245	500
chrM	1246	500
chrM	1247	500
chrM	1248	500
chrM	1249	500
chrM	1250	500
chrM	1251	500
chrM	1252	500
chrM	1253	500
chrM	1254	500
chrM	1255	500
chrM	1256	500
chrM	1257	500
chrM	1258	500
chrM	1259	500
chrM	1260	500
chrM	1261	500
chrM	1262	500
chrM	1263	500
chrM	1264	500
chrM	1265	500
chrM	1266	500
chrM	1267	500
chrM	1268	500
chrM	1269	500
chrM	1270	500
chrM	1271	500
chrM	1272	500
chrM	1273	500
chrM	1274	500
chrM	1275	500
chrM	1276	500
chrM	1277	500
chrM	1278	500
chrM	1279	500
chrM	1280	500
chrM	1281	500
chrM	1282	500
chrM	1283	500
chrM	1284	500
chrM	1285	500
chrM	1286	500
chrM	1287	500
chrM	1288	500
chrM	1289	500
chrM	1290	500
chrM	1291	500
chrM	1292	500
chrM	1293	500
chrM	1294	500
chrM	1295	500
chrM	1296	500
chrM	1297	500
chrM	1298	500
chrM	1299	500
chrM	1300	500
chrM	1301	500
chrM	1302	500
chrM	1303	500
chrM	1304	500
chrM	1305	500
chrM	1306	500
chrM	1307	500
chrM	1308	500
chrM	1309	500
chrM	1310	500
chrM	1311	500
chrM	1312	500
chrM	1313	500
chrM	1314	500
chrM	1315	500
chrM	1316	500
chrM	1317	500
chrM	1318	500
chrM	1319	500
chrM	1320	500
chrM	1321	500
chrM	1322	500
chrM	1323	500
chrM	1324	500
chrM	1325	500
chrM	1326	500
chrM	1327	500
chrM	1328	500
chrM	1329	500
chrM	1330	500
chrM	1331	500
chrM	1332	500
chrM	1333	500
chrM	1334	500
chrM	1335	500
chrM	1336	500
chrM	1337	500
chrM	1338	500
chrM	1339	500
chrM	1340	500
chrM	1341	500
chrM	1342	500
chrM	1343	500
chrM	1344	500
chrM	1345	500
chrM	1346	500
chrM	1347	500
chrM	1348	500
chrM	1349	500
chrM	1350	500
chrM	1351	500
chrM	1352	500
chrM	1353	500
chrM	1354	500
chrM	1355	500
chrM	1356	500
chrM	1357	500
chrM	1358	500
chrM	1359	500
chrM	1360	500
chrM	1361	500
chrM	1362	500
chrM	1363	500
chrM	1364	500
chrM	1365	500
chrM	1366	500
chrM	1367	500
chrM	1368	500
chrM	1369	500
chrM	1370	500
chrM	1371	500
chrM	1372	500
chrM	1373	500
chrM	1374	500
chrM	1375	500
chrM	1376	500
chrM	1377	500
chrM	1378	500
chrM	1379	500
chrM	1380	500
chrM	1381	500
chrM	1382	500
chrM	1383	500
chrM	1384	500
chrM	1385	500
chrM	1386	500
chrM	1387	500
chrM	1388	500
chrM	1389	500
chrM	1390	500
chrM	1391	500
chrM	1392	500
chrM	1393	500
chrM	1394	500
chrM	1395	500
chrM	1396	500
chrM	1397	500
chrM	1398	500
chrM	1399	500
chrM	1400	500
chrM	1401	500
chrM	1402	500
chrM	1403	500
chrM	1404	500
chrM	1405	500
chrM	1406	500
chrM	1407	500
chrM	1408	500
chrM	1409	500
chrM	1410	500
chrM	1411	500
chrM	1412	500
chrM	1413	500
chrM	1414	500
chrM	1415	500
chrM	1416	500
chrM	1417	500
chrM	1418	500
chrM	1419	500
chrM	1420	500
chrM	1421	500
chrM	1422	500
chrM	1423	500
chrM	1424	500
chrM	1425	500
chrM	1426	500
chrM	1427	500
chrM	1428	500
chrM	1429	500
chrM	1430	500
chrM	1431	500
chrM	1432	500
chrM	1433	500
chrM	1434	500
chrM	1435	500
chrM	1436	500
chrM	1437	500
chrM	1438	500
chrM	1439	500
chrM	1440	500
chrM	1441	500
chrM	1442	500
chrM	1443	500
chrM	1444	500
chrM	1445	500
chrM	1446	500
chrM	1447	500
chrM	1448	500
chrM	1449	500
chrM	1450	500
chrM	1451	500
chrM	1452	500
chrM	1453	500
chrM	1454	500
chrM	1455	500
chrM	1456	500
chrM	1457	500
chrM	1458	500
chrM	1459	500
chrM	1460	500
chrM	1461	500
chrM	1462	500
chrM	1463	500
chrM	1464	500
chrM	1465	500
chrM	1466	500
chrM	1467	500
chrM	1468	500
chrM	1469	500
chrM	1470	500
chrM	1471	500
chrM	1472	500
chrM	1473	500
chrM	1474	500
chrM	1475	500
chrM	1476	500
chrM	1477	500
chrM	1478	500
chrM	1479	500
chrM	1480	500
chrM	1481	500
chrM	1482	500
chrM	1483	500
chrM	1484	500
chrM	1485	500
chrM	1486	500
chrM	1487	500
chrM	1488	500
chrM	1489	500
chrM	1490	500
chrM	1491	500
chrM	1492	500
chrM	1493	500
chrM	1494	500
chrM	1495	500
chrM	1496	500
chrM	1497	500
chrM	1498	500
chrM	1499	500
chrM	1500	500
chrM	1501	500
chrM	1502	500
chrM	1503	500
chrM	1504	500
chrM	1505	500
chrM	1506	500
chrM	1507	500
chrM	1508	500
chrM	1509	500
chrM	1510	500
chrM	1511	500
chrM	1512	500
chrM	1513	500
chrM	1514	500
chrM	1515	500
chrM	1516	500
chrM	1517	500
chrM	1518	500
chrM	1519	500
chrM	1520	500
chrM	1521	500
chrM	1522	500
chrM	1523	500
chrM	1524	500
chrM	1525	500
chrM	1526	500
chrM	1527	500
chrM	1528	500
chrM	1529	500
chrM	1530	500
chrM	1531	500
chrM	1532	500
chrM	1533	500
chrM	1534	500
chrM	1535	500
chrM	1536	500
chrM	1537	500
chrM	1538	500
chrM	1539	500
chrM	1540	500
chrM	1541	500
chrM	1542	500
chrM	1543	500
chrM	1544	500
chrM	1545	500
chrM	1546	500
chrM	1547	500
chrM	1548	500
chrM	1549	500
chrM	1550	500
chrM	1551	500
chrM	1552	500
chrM	1553	500
chrM	1554	500
chrM	1555	500
chrM	1556	500
chrM	1557	500
chrM	1558	500
chrM	1559	500
chrM	1560	500
chrM	1561	500
chrM	1562	500
chrM	1563	500
chrM	1564	500
chrM	1565	500
chrM	1566	500
chrM	1567	500
chrM	1568	500
chrM	1569	500
chrM	1570	500
chrM	1571	500
chrM	1572	500
chrM	1573	500
chrM	1574	500
chrM	1575	500
chrM	1576	500
chrM	1577	500
chrM	1578	500
chrM	1579	500
chrM	1580	500
chrM	1581	500
chrM	1582	500
chrM	1583	500
chrM	1584	500
chrM	1585	500
chrM	1586	500
chrM	1587	500
chrM	1588	500
chrM	1589	500
chrM	1590	500
chrM	1591	500
chrM	1592	500
chrM	1593	500
chrM	1594	500
chrM	1595	500
chrM	1596	500
chrM	1597	500
chrM	1598	500
chrM	1599	500
chrM	1600	500
chrM	1601	500
chrM	1602	500
chrM	1603	500
chrM	1604	500
chrM	1605	500
chrM	1606	500
chrM	1607	500
chrM	1608	500
chrM	1609	500
chrM	1610	500
chrM	1611	500
chrM	1612	500
chrM	1613	500
chrM	1614	500
chrM	1615	500
chrM	1616	500
chrM	1617	500
chrM	1618	500
chrM	1619	500
chrM	1620	500
chrM	1621	500
chrM	1622	500
chrM	1623	500
chrM	1624	500
chrM	1625	500
chrM	1626	500
chrM	1627	500
chrM	1628	500
chrM	1629	500
chrM	1630	500
chrM	1631	500
chrM	1632	500
chrM	1633	500
chrM	1634	500
chrM	1635	500
chrM	1636	500
chrM	1637	500
chrM	1638	500
chrM	1639	500
chrM	1640	500
chrM	1641	500
chrM	1642	500
chrM	1643	500
chrM	1644	500
chrM	1645	500
chrM	1646	500
chrM	1647	500
chrM	1648	500
chrM	1649	500
chrM	1650	500
chrM	1651	500
chrM	1652	500
chrM	1653	500
chrM	1654	500
chrM	1655	500
chrM	1656	500
chrM	1657	500
chrM	1658	500
chrM	1659	500
chrM	1660	500
chrM	1661	500
chrM	1662	500
chrM	1663	500
chrM	1664	500
