#Position (bp)	mapping quality
12915.5	60.0
12957.5	60.0
12999.5	60.0
13041.5	60.0
13083.5	60.0
13125.5	60.0
13167.5	60.0
13209.5	60.0
13251.5	60.0
13293.5	60.0
13335.5	60.0
13377.5	60.0
13419.5	60.0
13461.5	60.0
13503.5	60.0
13545.5	60.0
13587.5	60.0
13629.5	60.0
13671.5	60.0
13713.5	60.0
13755.5	60.0
13797.5	60.0
13839.5	60.0
13881.5	60.0
13923.5	60.0
13965.5	60.0
14007.5	60.0
14049.5	60.0
14091.5	60.0
14133.5	60.0
14175.5	59.58441558441559
14217.5	59.03030303030303
14259.5	59.122655122655125
14301.5	59.97691197691198
14343.5	60.0
14385.5	60.0
14427.5	60.0
14469.5	60.0
14511.5	60.0
14553.5	59.942279942279946
14595.5	58.14141414141414
14637.5	58.06060606060606
14679.5	59.284271284271284
14721.5	60.0
14763.5	60.0
14805.5	60.0
14847.5	60.0
14889.5	60.0
14931.5	60.0
14973.5	60.0
15015.5	60.0
15057.5	60.0
15099.5	60.0
15141.5	60.0
15183.5	60.0
15225.5	60.0
15267.5	60.0
15309.5	60.0
15351.5	60.0
15393.5	60.0
15435.5	60.0
15477.5	60.0
15519.5	60.0
15561.5	60.0
15603.5	60.0
15645.5	60.0
15687.5	60.0
15729.5	60.0
15771.5	60.0
15813.5	60.0
15855.5	60.0
15897.5	60.0
15939.5	60.0
15981.5	60.0
16023.5	60.0
16065.5	60.0
16107.5	60.0
16149.5	60.0
16191.5	60.0
16233.5	60.0
16275.5	60.0
16317.5	60.0
16359.5	60.0
16401.5	60.0
16443.5	60.0
16485.5	60.0
16527.5	60.0
16559.0	60.0
