#Position (bp)	mapping quality
12117.5	58.957142857142856
12159.5	59.00698412698413
12201.5	59.81968253968254
12243.5	59.96
12285.5	59.98
12327.5	60.0
12369.5	60.0
12411.5	60.0
12453.5	60.0
12495.5	60.0
12537.5	60.0
12579.5	60.0
12621.5	60.0
12663.5	60.0
12705.5	60.0
12747.5	60.0
12789.5	60.0
12831.5	60.0
12873.5	60.0
12915.5	60.0
12957.5	59.854285714285716
12999.5	59.76
13041.5	59.76
13083.5	59.76984126984127
13125.5	59.964444444444446
13167.5	59.41111111111111
13209.5	55.74650793650794
13251.5	54.77761904761905
13293.5	51.158095238095235
13335.5	49.76047619047619
13377.5	52.11190476190476
13419.5	49.7268253968254
13461.5	52.60507936507936
13503.5	48.1347619047619
13545.5	48.86015873015873
13587.5	51.74
13629.5	55.14349206349206
13671.5	59.90587301587301
13713.5	60.0
13755.5	60.0
13797.5	60.0
13839.5	60.0
13881.5	60.0
13923.5	60.0
13965.5	60.0
14007.5	60.0
14049.5	60.0
14091.5	59.42142857142857
14133.5	56.18809523809524
14175.5	55.304761904761904
14217.5	54.217777777777776
14259.5	56.06920634920635
14301.5	58.42761904761905
14343.5	59.25206349206349
14385.5	60.0
14427.5	60.0
14469.5	60.0
14511.5	60.0
14553.5	59.53619047619048
14595.5	56.12619047619047
14637.5	55.486666666666665
14679.5	55.51238095238095
14721.5	57.2652380952381
14763.5	59.95428571428572
14805.5	60.0
14847.5	60.0
14889.5	60.0
14931.5	60.0
14973.5	60.0
15015.5	60.0
15057.5	60.0
15099.5	60.0
15141.5	60.0
15183.5	60.0
15225.5	60.0
15267.5	60.0
15309.5	60.0
15351.5	60.0
15393.5	60.0
15435.5	60.0
15477.5	60.0
15519.5	60.0
15561.5	60.0
15603.5	60.0
15645.5	60.0
15687.5	60.0
15729.5	60.0
15771.5	60.0
15813.5	60.0
15855.5	60.0
15897.5	60.0
15939.5	60.0
15981.5	60.0
16023.5	60.0
16065.5	60.0
16107.5	60.0
16149.5	60.0
16191.5	60.0
16233.5	60.0
16275.5	60.0
16317.5	60.0
16359.5	60.0
16401.5	60.0
16443.5	60.0
16485.5	60.0
16527.5	60.0
16559.0	60.0
