#chr	pos	coverage
chrM	386	150
chrM	387	150
chrM	388	150
chrM	389	150
chrM	390	150
chrM	391	150
chrM	392	150
chrM	393	150
chrM	394	150
chrM	395	150
chrM	396	150
chrM	397	150
chrM	398	150
chrM	399	150
chrM	400	150
chrM	401	150
chrM	402	150
chrM	403	150
chrM	404	150
chrM	405	150
chrM	406	150
chrM	407	150
chrM	408	150
chrM	409	150
chrM	410	150
chrM	411	150
chrM	412	150
chrM	413	150
chrM	414	150
chrM	415	150
chrM	416	150
chrM	417	150
chrM	418	150
chrM	419	150
chrM	420	150
chrM	421	150
chrM	422	150
chrM	423	150
chrM	424	150
chrM	425	150
chrM	426	150
chrM	427	150
chrM	428	150
chrM	429	150
chrM	430	150
chrM	431	150
chrM	432	150
chrM	433	150
chrM	434	150
chrM	435	150
chrM	436	150
chrM	437	150
chrM	438	150
chrM	439	150
chrM	440	150
chrM	441	150
chrM	442	150
chrM	443	150
chrM	444	150
chrM	445	150
chrM	446	150
chrM	447	150
chrM	448	150
chrM	449	150
chrM	450	150
chrM	451	150
chrM	452	150
chrM	453	150
chrM	454	150
chrM	455	150
chrM	456	150
chrM	457	150
chrM	458	150
chrM	459	150
chrM	460	150
chrM	461	150
chrM	462	150
chrM	463	150
chrM	464	150
chrM	465	150
chrM	466	150
chrM	467	150
chrM	468	150
chrM	469	150
chrM	470	150
chrM	471	150
chrM	472	150
chrM	473	150
chrM	474	150
chrM	475	150
chrM	476	150
chrM	477	150
chrM	478	150
chrM	479	150
chrM	480	150
chrM	481	150
chrM	482	150
chrM	483	150
chrM	484	150
chrM	485	150
chrM	486	150
chrM	487	150
chrM	488	150
chrM	489	150
chrM	490	150
chrM	491	150
chrM	492	150
chrM	493	150
chrM	494	150
chrM	495	150
chrM	496	150
chrM	497	150
chrM	498	150
chrM	499	150
chrM	500	150
chrM	501	150
chrM	502	150
chrM	503	150
chrM	504	150
chrM	505	150
chrM	506	150
chrM	507	150
chrM	508	150
chrM	509	150
chrM	510	150
chrM	511	150
chrM	512	150
chrM	513	150
chrM	514	150
chrM	515	150
chrM	516	150
chrM	517	150
chrM	518	150
chrM	519	150
chrM	520	150
chrM	521	150
chrM	522	150
chrM	523	150
chrM	524	150
chrM	525	150
chrM	526	150
chrM	527	150
chrM	528	150
chrM	529	150
chrM	530	150
chrM	531	150
chrM	532	150
chrM	533	150
chrM	534	150
chrM	535	150
chrM	536	150
chrM	537	150
chrM	538	150
chrM	539	150
chrM	540	150
chrM	541	150
chrM	542	150
chrM	543	150
chrM	544	150
chrM	545	150
chrM	546	150
chrM	547	150
chrM	548	150
chrM	549	150
chrM	550	150
chrM	551	150
chrM	552	150
chrM	553	150
chrM	554	150
chrM	555	150
chrM	556	150
chrM	557	150
chrM	558	150
chrM	559	150
chrM	560	150
chrM	561	150
chrM	562	150
chrM	563	150
chrM	564	150
chrM	565	150
chrM	566	150
chrM	567	150
chrM	568	150
chrM	569	150
chrM	570	150
chrM	571	150
chrM	572	150
chrM	573	150
chrM	574	150
chrM	575	150
chrM	576	150
chrM	577	150
chrM	578	150
chrM	579	150
chrM	580	150
chrM	581	150
chrM	582	150
chrM	583	150
chrM	584	150
chrM	585	150
chrM	586	150
chrM	587	150
chrM	588	150
chrM	589	150
chrM	590	150
chrM	591	150
chrM	592	150
chrM	593	150
chrM	594	150
chrM	595	150
chrM	596	150
chrM	597	150
chrM	598	150
chrM	599	150
chrM	600	150
chrM	601	150
chrM	602	150
chrM	603	150
chrM	604	150
chrM	605	150
chrM	606	150
chrM	607	150
chrM	608	150
chrM	609	150
chrM	610	150
chrM	611	150
chrM	612	150
chrM	613	150
chrM	614	150
chrM	615	150
chrM	616	150
chrM	617	150
chrM	618	150
chrM	619	150
chrM	620	150
chrM	621	150
chrM	622	150
chrM	623	150
chrM	624	150
chrM	625	150
chrM	626	150
chrM	627	150
chrM	628	150
chrM	629	150
chrM	630	150
chrM	631	150
chrM	632	150
chrM	633	150
chrM	634	150
chrM	635	150
chrM	636	150
chrM	637	150
chrM	638	150
chrM	639	150
chrM	640	150
chrM	641	150
chrM	642	150
chrM	643	150
chrM	644	150
chrM	645	150
chrM	646	150
chrM	647	150
chrM	648	150
chrM	649	150
chrM	650	150
chrM	651	150
chrM	652	150
chrM	653	150
chrM	654	150
chrM	655	150
chrM	656	150
chrM	657	150
chrM	658	150
chrM	659	150
chrM	660	150
chrM	661	150
chrM	662	150
chrM	663	150
chrM	664	150
chrM	665	150
chrM	666	150
chrM	667	150
chrM	668	150
chrM	669	150
chrM	670	150
chrM	671	150
chrM	672	150
chrM	673	150
chrM	674	150
chrM	675	150
chrM	676	150
chrM	677	150
chrM	678	150
chrM	679	150
chrM	680	150
chrM	681	150
chrM	682	150
chrM	683	150
chrM	684	150
chrM	685	150
chrM	686	150
chrM	687	150
chrM	688	150
chrM	689	150
chrM	690	150
chrM	691	150
chrM	692	150
chrM	693	150
chrM	694	150
chrM	695	150
chrM	696	150
chrM	697	150
chrM	698	150
chrM	699	150
chrM	700	150
chrM	701	150
chrM	702	150
chrM	703	150
chrM	704	150
chrM	705	150
chrM	706	150
chrM	707	150
chrM	708	150
chrM	709	150
chrM	710	150
chrM	711	150
chrM	712	150
chrM	713	150
chrM	714	150
chrM	715	150
chrM	716	150
chrM	717	150
chrM	718	150
chrM	719	150
chrM	720	150
chrM	721	150
chrM	722	150
chrM	723	150
chrM	724	150
chrM	725	150
chrM	726	150
chrM	727	150
chrM	728	150
chrM	729	150
chrM	730	150
chrM	731	150
chrM	732	150
chrM	733	150
chrM	734	150
chrM	735	150
chrM	736	150
chrM	737	150
chrM	738	150
chrM	739	150
chrM	740	150
chrM	741	150
chrM	742	150
chrM	743	150
chrM	744	150
chrM	745	150
chrM	746	150
chrM	747	150
chrM	748	150
chrM	749	150
chrM	750	150
chrM	751	150
chrM	752	150
chrM	753	150
chrM	754	150
chrM	755	150
chrM	756	150
chrM	757	150
chrM	758	150
chrM	759	150
chrM	760	150
chrM	761	150
chrM	762	150
chrM	763	150
chrM	764	150
chrM	765	150
chrM	766	150
chrM	767	150
chrM	768	150
chrM	769	150
chrM	770	150
chrM	771	150
chrM	772	150
chrM	773	150
chrM	774	150
chrM	775	150
chrM	776	150
chrM	777	150
chrM	778	150
chrM	779	150
chrM	780	150
chrM	781	150
chrM	782	150
chrM	783	150
chrM	784	150
chrM	785	150
chrM	786	150
chrM	787	150
chrM	788	150
chrM	789	150
chrM	790	150
chrM	791	150
chrM	792	150
chrM	793	150
chrM	794	150
chrM	795	150
chrM	796	150
chrM	797	150
chrM	798	150
chrM	799	150
chrM	800	150
chrM	801	150
chrM	802	150
chrM	803	150
chrM	804	150
chrM	805	150
chrM	806	150
chrM	807	150
chrM	808	150
chrM	809	150
chrM	810	150
chrM	811	150
chrM	812	150
chrM	813	150
chrM	814	150
chrM	815	150
chrM	816	150
chrM	817	150
chrM	818	150
chrM	819	150
chrM	820	150
chrM	821	150
chrM	822	150
chrM	823	150
chrM	824	150
chrM	825	150
chrM	826	150
chrM	827	150
chrM	828	150
chrM	829	150
chrM	830	150
chrM	831	150
chrM	832	150
chrM	833	150
chrM	834	150
chrM	835	150
chrM	836	150
chrM	837	150
chrM	838	150
chrM	839	150
chrM	840	150
chrM	841	150
chrM	842	150
chrM	843	150
chrM	844	150
chrM	845	150
chrM	846	150
chrM	847	150
chrM	848	150
chrM	849	150
chrM	850	150
chrM	851	150
chrM	852	150
chrM	853	150
chrM	854	150
chrM	855	150
chrM	856	150
chrM	857	150
chrM	858	150
chrM	859	150
chrM	860	150
chrM	861	150
chrM	862	150
chrM	863	150
chrM	864	150
chrM	865	150
chrM	866	150
chrM	867	150
chrM	868	150
chrM	869	150
chrM	870	150
chrM	871	150
chrM	872	150
chrM	873	150
chrM	874	150
chrM	875	150
chrM	876	150
chrM	877	150
chrM	878	150
chrM	879	150
chrM	880	150
chrM	881	150
chrM	882	150
chrM	883	150
chrM	884	150
chrM	885	150
chrM	886	150
chrM	887	150
chrM	888	150
chrM	889	150
chrM	890	150
chrM	891	150
chrM	892	150
chrM	893	150
chrM	894	150
chrM	895	150
chrM	896	150
chrM	897	150
chrM	898	150
chrM	899	150
chrM	900	150
chrM	901	150
chrM	902	150
chrM	903	150
chrM	904	150
chrM	905	150
chrM	906	150
chrM	907	150
chrM	908	150
chrM	909	150
chrM	910	150
chrM	911	150
chrM	912	150
chrM	913	150
chrM	914	150
chrM	915	150
chrM	916	150
chrM	917	150
chrM	918	150
chrM	919	150
chrM	920	150
chrM	921	150
chrM	922	150
chrM	923	150
chrM	924	150
chrM	925	150
chrM	926	150
chrM	927	150
chrM	928	150
chrM	929	150
chrM	930	150
chrM	931	150
chrM	932	150
chrM	933	150
chrM	934	150
chrM	935	150
chrM	936	150
chrM	937	150
chrM	938	150
chrM	939	150
chrM	940	150
chrM	941	150
chrM	942	150
chrM	943	150
chrM	944	150
chrM	945	150
chrM	946	150
chrM	947	150
chrM	948	150
chrM	949	150
chrM	950	150
chrM	951	150
chrM	952	150
chrM	953	150
chrM	954	150
chrM	955	150
chrM	956	150
chrM	957	150
chrM	958	150
chrM	959	150
chrM	960	150
chrM	961	150
chrM	962	150
chrM	963	150
chrM	964	150
chrM	965	150
chrM	966	150
chrM	967	150
chrM	968	150
chrM	969	150
chrM	970	150
chrM	971	150
chrM	972	150
chrM	973	150
chrM	974	150
chrM	975	150
chrM	976	150
chrM	977	150
chrM	978	150
chrM	979	150
chrM	980	150
chrM	981	150
chrM	982	150
chrM	983	150
chrM	984	150
chrM	985	150
chrM	986	150
chrM	987	150
chrM	988	150
chrM	989	150
chrM	990	150
chrM	991	150
chrM	992	150
chrM	993	150
chrM	994	150
chrM	995	150
chrM	996	150
chrM	997	150
chrM	998	150
chrM	999	150
chrM	1000	150
chrM	1001	150
chrM	1002	150
chrM	1003	150
chrM	1004	150
chrM	1005	150
chrM	1006	150
chrM	1007	150
chrM	1008	150
chrM	1009	150
chrM	1010	150
chrM	1011	150
chrM	1012	150
chrM	1013	150
chrM	1014	150
chrM	1015	150
chrM	1016	150
chrM	1017	150
chrM	1018	150
chrM	1019	149
chrM	1020	148
chrM	1021	148
chrM	1022	148
chrM	1023	147
chrM	1024	146
chrM	1025	146
chrM	1026	145
chrM	1027	144
chrM	1028	143
chrM	1029	143
chrM	1030	143
chrM	1031	143
chrM	1032	142
chrM	1033	142
chrM	1034	142
chrM	1035	141
chrM	1036	141
chrM	1037	140
chrM	1038	140
chrM	1039	139
chrM	1040	139
chrM	1041	139
chrM	1042	139
chrM	1043	138
chrM	1044	137
chrM	1045	136
chrM	1046	136
chrM	1047	136
chrM	1048	136
chrM	1049	136
chrM	1050	135
chrM	1051	135
chrM	1052	134
chrM	1053	133
chrM	1054	132
chrM	1055	132
chrM	1056	131
chrM	1057	130
chrM	1058	130
chrM	1059	130
chrM	1060	129
chrM	1061	129
chrM	1062	129
chrM	1063	128
chrM	1064	127
chrM	1065	126
chrM	1066	126
chrM	1067	126
chrM	1068	125
chrM	1069	125
chrM	1070	125
chrM	1071	124
chrM	1072	123
chrM	1073	122
chrM	1074	122
chrM	1075	121
chrM	1076	121
chrM	1077	121
chrM	1078	120
chrM	1079	119
chrM	1080	119
chrM	1081	118
chrM	1082	117
chrM	1083	116
chrM	1084	116
chrM	1085	115
chrM	1086	115
chrM	1087	114
chrM	1088	114
chrM	1089	114
chrM	1090	114
chrM	1091	114
chrM	1092	114
chrM	1093	114
chrM	1094	114
chrM	1095	114
chrM	1096	114
chrM	1097	114
chrM	1098	114
chrM	1099	114
chrM	1100	114
chrM	1101	114
chrM	1102	114
chrM	1103	114
chrM	1104	114
chrM	1105	114
chrM	1106	114
chrM	1107	114
chrM	1108	114
chrM	1109	114
chrM	1110	114
chrM	1111	114
chrM	1112	114
chrM	1113	114
chrM	1114	114
chrM	1115	114
chrM	1116	114
chrM	1117	114
chrM	1118	114
chrM	1119	113
chrM	1120	112
chrM	1121	111
chrM	1122	110
chrM	1123	109
chrM	1124	108
chrM	1125	107
chrM	1126	106
chrM	1127	105
chrM	1128	104
chrM	1129	103
chrM	1130	102
chrM	1131	101
chrM	1132	100
chrM	1133	99
chrM	1134	98
chrM	1135	97
chrM	1136	96
chrM	1137	95
chrM	1138	94
chrM	1139	94
chrM	1140	93
chrM	1141	93
chrM	1142	93
chrM	1143	93
chrM	1144	93
chrM	1145	93
chrM	1146	93
chrM	1147	93
chrM	1148	93
chrM	1149	93
chrM	1150	93
chrM	1151	93
chrM	1152	93
chrM	1153	93
chrM	1154	93
chrM	1155	93
chrM	1156	93
chrM	1157	93
chrM	1158	93
chrM	1159	93
chrM	1160	93
chrM	1161	93
chrM	1162	93
chrM	1163	93
chrM	1164	93
chrM	1165	93
chrM	1166	93
chrM	1167	93
chrM	1168	93
chrM	1169	94
chrM	1170	95
chrM	1171	95
chrM	1172	95
chrM	1173	96
chrM	1174	97
chrM	1175	97
chrM	1176	98
chrM	1177	99
chrM	1178	100
chrM	1179	100
chrM	1180	100
chrM	1181	100
chrM	1182	101
chrM	1183	101
chrM	1184	101
chrM	1185	102
chrM	1186	102
chrM	1187	103
chrM	1188	103
chrM	1189	104
chrM	1190	104
chrM	1191	104
chrM	1192	104
chrM	1193	105
chrM	1194	106
chrM	1195	107
chrM	1196	107
chrM	1197	107
chrM	1198	107
chrM	1199	107
chrM	1200	108
chrM	1201	108
chrM	1202	109
chrM	1203	110
chrM	1204	111
chrM	1205	111
chrM	1206	112
chrM	1207	113
chrM	1208	113
chrM	1209	113
chrM	1210	114
chrM	1211	114
chrM	1212	114
chrM	1213	115
chrM	1214	116
chrM	1215	117
chrM	1216	117
chrM	1217	117
chrM	1218	118
chrM	1219	118
chrM	1220	118
chrM	1221	119
chrM	1222	120
chrM	1223	121
chrM	1224	121
chrM	1225	122
chrM	1226	122
chrM	1227	122
chrM	1228	123
chrM	1229	124
chrM	1230	124
chrM	1231	125
chrM	1232	126
chrM	1233	127
chrM	1234	127
chrM	1235	128
chrM	1236	128
chrM	1237	129
chrM	1238	129
chrM	1239	129
chrM	1240	129
chrM	1241	129
chrM	1242	129
chrM	1243	129
chrM	1244	129
chrM	1245	129
chrM	1246	129
chrM	1247	129
chrM	1248	129
chrM	1249	129
chrM	1250	129
chrM	1251	129
chrM	1252	129
chrM	1253	129
chrM	1254	129
chrM	1255	129
chrM	1256	129
chrM	1257	129
chrM	1258	129
chrM	1259	129
chrM	1260	129
chrM	1261	129
chrM	1262	129
chrM	1263	129
chrM	1264	129
chrM	1265	129
chrM	1266	129
chrM	1267	129
chrM	1268	129
chrM	1269	130
chrM	1270	131
chrM	1271	132
chrM	1272	133
chrM	1273	134
chrM	1274	135
chrM	1275	136
chrM	1276	137
chrM	1277	138
chrM	1278	139
chrM	1279	140
chrM	1280	141
chrM	1281	142
chrM	1282	143
chrM	1283	144
chrM	1284	145
chrM	1285	146
chrM	1286	147
chrM	1287	148
chrM	1288	149
chrM	1289	149
chrM	1290	150
chrM	1291	150
chrM	1292	150
chrM	1293	150
chrM	1294	150
chrM	1295	150
chrM	1296	150
chrM	1297	150
chrM	1298	150
chrM	1299	150
chrM	1300	150
chrM	1301	150
chrM	1302	150
chrM	1303	150
chrM	1304	150
chrM	1305	150
chrM	1306	150
chrM	1307	150
chrM	1308	150
chrM	1309	150
chrM	1310	150
chrM	1311	150
chrM	1312	150
chrM	1313	150
chrM	1314	150
chrM	1315	150
chrM	1316	150
chrM	1317	150
chrM	1318	150
chrM	1319	150
chrM	1320	150
chrM	1321	150
chrM	1322	150
chrM	1323	150
chrM	1324	150
chrM	1325	150
chrM	1326	150
chrM	1327	150
chrM	1328	150
chrM	1329	150
chrM	1330	150
chrM	1331	150
chrM	1332	150
chrM	1333	150
chrM	1334	150
chrM	1335	150
chrM	1336	150
chrM	1337	150
chrM	1338	150
chrM	1339	150
chrM	1340	150
chrM	1341	150
chrM	1342	150
chrM	1343	150
chrM	1344	150
chrM	1345	150
chrM	1346	150
chrM	1347	150
chrM	1348	150
chrM	1349	150
chrM	1350	150
chrM	1351	150
chrM	1352	150
chrM	1353	150
chrM	1354	150
chrM	1355	150
chrM	1356	150
chrM	1357	150
chrM	1358	150
chrM	1359	150
chrM	1360	150
chrM	1361	150
chrM	1362	150
chrM	1363	150
chrM	1364	150
chrM	1365	150
chrM	1366	150
chrM	1367	150
chrM	1368	150
chrM	1369	150
chrM	1370	150
chrM	1371	150
chrM	1372	150
chrM	1373	150
chrM	1374	150
chrM	1375	150
chrM	1376	150
chrM	1377	150
chrM	1378	150
chrM	1379	150
chrM	1380	150
chrM	1381	150
chrM	1382	150
chrM	1383	150
chrM	1384	150
chrM	1385	150
chrM	1386	150
chrM	1387	150
chrM	1388	150
chrM	1389	150
chrM	1390	150
chrM	1391	150
chrM	1392	150
chrM	1393	150
chrM	1394	150
chrM	1395	150
chrM	1396	150
chrM	1397	150
chrM	1398	150
chrM	1399	150
chrM	1400	150
chrM	1401	150
chrM	1402	150
chrM	1403	150
chrM	1404	150
chrM	1405	150
chrM	1406	150
chrM	1407	150
chrM	1408	150
chrM	1409	150
chrM	1410	150
chrM	1411	150
chrM	1412	150
chrM	1413	150
chrM	1414	150
chrM	1415	150
chrM	1416	150
chrM	1417	150
chrM	1418	150
chrM	1419	150
chrM	1420	150
chrM	1421	150
chrM	1422	150
chrM	1423	150
chrM	1424	150
chrM	1425	150
chrM	1426	150
chrM	1427	150
chrM	1428	150
chrM	1429	150
chrM	1430	150
chrM	1431	150
chrM	1432	150
chrM	1433	150
chrM	1434	150
chrM	1435	150
chrM	1436	150
chrM	1437	150
chrM	1438	150
chrM	1439	150
chrM	1440	150
chrM	1441	150
chrM	1442	150
chrM	1443	150
chrM	1444	150
chrM	1445	150
chrM	1446	150
chrM	1447	150
chrM	1448	150
chrM	1449	150
chrM	1450	150
chrM	1451	150
chrM	1452	150
chrM	1453	150
chrM	1454	150
chrM	1455	150
chrM	1456	150
chrM	1457	150
chrM	1458	150
chrM	1459	150
chrM	1460	150
chrM	1461	150
chrM	1462	150
chrM	1463	150
chrM	1464	150
chrM	1465	150
chrM	1466	150
chrM	1467	150
chrM	1468	150
chrM	1469	150
chrM	1470	150
chrM	1471	150
chrM	1472	150
chrM	1473	150
chrM	1474	150
chrM	1475	150
chrM	1476	150
chrM	1477	150
chrM	1478	150
chrM	1479	150
chrM	1480	150
chrM	1481	150
chrM	1482	150
chrM	1483	150
chrM	1484	150
chrM	1485	150
chrM	1486	150
chrM	1487	150
chrM	1488	150
chrM	1489	150
chrM	1490	150
chrM	1491	150
chrM	1492	150
chrM	1493	150
chrM	1494	150
chrM	1495	150
chrM	1496	150
chrM	1497	150
chrM	1498	150
chrM	1499	150
chrM	1500	150
chrM	1501	150
chrM	1502	150
chrM	1503	150
chrM	1504	150
chrM	1505	150
chrM	1506	150
chrM	1507	150
chrM	1508	150
chrM	1509	150
chrM	1510	150
chrM	1511	150
chrM	1512	150
chrM	1513	150
chrM	1514	150
chrM	1515	150
chrM	1516	150
chrM	1517	150
chrM	1518	150
chrM	1519	150
chrM	1520	150
chrM	1521	150
chrM	1522	150
chrM	1523	150
chrM	1524	150
chrM	1525	150
chrM	1526	150
chrM	1527	150
chrM	1528	150
chrM	1529	150
chrM	1530	150
chrM	1531	150
chrM	1532	150
chrM	1533	150
chrM	1534	150
chrM	1535	150
chrM	1536	150
chrM	1537	150
chrM	1538	150
chrM	1539	150
chrM	1540	150
chrM	1541	150
chrM	1542	150
chrM	1543	150
chrM	1544	150
chrM	1545	150
chrM	1546	150
chrM	1547	150
chrM	1548	150
chrM	1549	150
chrM	1550	150
chrM	1551	150
chrM	1552	150
chrM	1553	150
chrM	1554	150
chrM	1555	150
chrM	1556	150
chrM	1557	150
chrM	1558	150
chrM	1559	150
chrM	1560	150
chrM	1561	150
chrM	1562	150
chrM	1563	150
chrM	1564	150
chrM	1565	150
chrM	1566	150
chrM	1567	150
chrM	1568	150
chrM	1569	150
chrM	1570	150
chrM	1571	150
chrM	1572	150
chrM	1573	150
chrM	1574	150
chrM	1575	150
chrM	1576	150
chrM	1577	150
chrM	1578	150
chrM	1579	150
chrM	1580	150
chrM	1581	150
chrM	1582	150
chrM	1583	150
chrM	1584	150
chrM	1585	150
chrM	1586	150
chrM	1587	150
chrM	1588	150
chrM	1589	150
chrM	1590	150
chrM	1591	150
chrM	1592	150
chrM	1593	150
chrM	1594	150
chrM	1595	150
chrM	1596	150
chrM	1597	150
chrM	1598	150
chrM	1599	150
chrM	1600	150
chrM	1601	150
chrM	1602	150
chrM	1603	150
chrM	1604	150
chrM	1605	150
chrM	1606	150
chrM	1607	150
chrM	1608	150
chrM	1609	150
chrM	1610	150
chrM	1611	150
chrM	1612	150
chrM	1613	150
chrM	1614	150
chrM	1615	150
chrM	1616	150
chrM	1617	150
chrM	1618	150
chrM	1619	150
chrM	1620	150
chrM	1621	150
chrM	1622	150
chrM	1623	150
chrM	1624	150
chrM	1625	150
chrM	1626	150
chrM	1627	150
chrM	1628	150
chrM	1629	150
chrM	1630	150
chrM	1631	150
chrM	1632	150
chrM	1633	150
chrM	1634	150
chrM	1635	150
chrM	1636	150
chrM	1637	150
chrM	1638	150
chrM	1639	150
chrM	1640	150
chrM	1641	150
chrM	1642	150
chrM	1643	150
chrM	1644	150
chrM	1645	150
chrM	1646	150
chrM	1647	150
chrM	1648	150
chrM	1649	150
chrM	1650	150
chrM	1651	150
chrM	1652	150
chrM	1653	150
chrM	1654	150
chrM	1655	150
chrM	1656	150
chrM	1657	150
chrM	1658	150
chrM	1659	150
chrM	1660	150
chrM	1661	150
chrM	1662	150
chrM	1663	150
chrM	1664	150
